partida_id,data,ano,rodata,mandante,visitante,gols_mandante,gols_visitante,resultado,total_gols,saldo_mandante,vencedor,arena,mandante_Estado,visitante_Estado,gols_penalti_mandante,gols_penalti_visitante,gols_contra_mandante,gols_contra_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,cartao_vermelho_mandante,cartao_vermelho_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,impedimentos_mandante,impedimentos_visitante,passes_mandante,passes_visitante,posse_de_bola_mandante,posse_de_bola_visitante
1,2003-03-29,2003,1,Guarani,Vasco,4,2,Vitória Mandante,6,2,Guarani, Brinco de Ouro,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
2,2003-03-29,2003,1,Athletico-PR,Gremio,2,0,Vitória Mandante,2,2,Athletico-PR, Arena da Baixada,PR,RS,,,,,,,,,,,,,,,,,,,,,,
3,2003-03-30,2003,1,Flamengo,Coritiba,1,1,Empate,2,0,-, Maracanã,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
4,2003-03-30,2003,1,Goias,Paysandu,2,2,Empate,4,0,-, Serra Dourada,GO,PA,,,,,,,,,,,,,,,,,,,,,,
5,2003-03-30,2003,1,Internacional,Ponte Preta,1,1,Empate,2,0,-, Beira Rio,RS,SP,,,,,,,,,,,,,,,,,,,,,,
6,2003-03-30,2003,1,Criciuma,Fluminense,2,0,Vitória Mandante,2,2,Criciuma, Heriberto Hulse,SC,RJ,,,,,,,,,,,,,,,,,,,,,,
7,2003-03-30,2003,1,Juventude,Sao Paulo,2,2,Empate,4,0,-, Alfredo Jaconi,RS,SP,,,,,,,,,,,,,,,,,,,,,,
8,2003-03-30,2003,1,Fortaleza,Bahia,0,0,Empate,0,0,-, Castelão,CE,BA,,,,,,,,,,,,,,,,,,,,,,
9,2003-03-30,2003,1,Cruzeiro,Sao Caetano,2,2,Empate,4,0,-, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
10,2003-03-30,2003,1,Vitoria,Figueirense,1,1,Empate,2,0,-, Barradão,BA,SC,,,,,,,,,,,,,,,,,,,,,,
11,2003-03-30,2003,1,Santos,Parana,2,2,Empate,4,0,-, Vila Belmiro,SP,PR,,,,,,,,,,,,,,,,,,,,,,
12,2003-03-30,2003,1,Corinthians,Atletico-MG,0,3,Vitória Visitante,3,-3,Atletico-MG, Pacaembu,SP,MG,,,,,,,,,,,,,,,,,,,,,,
13,2003-04-05,2003,2,Fluminense,Fortaleza,1,1,Empate,2,0,-, Maracanã,RJ,CE,,,,,,,,,,,,,,,,,,,,,,
14,2003-04-05,2003,2,Atletico-MG,Santos,0,0,Empate,0,0,-, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
15,2003-04-05,2003,2,Coritiba,Internacional,0,1,Vitória Visitante,1,-1,Internacional, Couto Pereira,PR,RS,,,,,,,,,,,,,,,,,,,,,,
16,2003-04-05,2003,2,Gremio,Guarani,3,1,Vitória Mandante,4,2,Gremio, Olímpico,RS,SP,,,,,,,,,,,,,,,,,,,,,,
17,2003-04-06,2003,2,Bahia,Flamengo,1,2,Vitória Visitante,3,-1,Flamengo, Fonte Nova,BA,RJ,,,,,,,,,,,,,,,,,,,,,,
18,2003-04-06,2003,2,Figueirense,Corinthians,3,3,Empate,6,0,-, Orlando Scarpelli,SC,SP,,,,,,,,,,,,,,,,,,,,,,
19,2003-04-06,2003,2,Paysandu,Vitoria,1,2,Vitória Visitante,3,-1,Vitoria, Mangueirão,PA,BA,,,,,,,,,,,,,,,,,,,,,,
20,2003-04-06,2003,2,Ponte Preta,Juventude,1,0,Vitória Mandante,1,1,Ponte Preta, Moisés Lucarelli,SP,RS,,,,,,,,,,,,,,,,,,,,,,
21,2003-04-06,2003,2,Parana,Athletico-PR,3,0,Vitória Mandante,3,3,Parana, Pinheirão,PR,PR,,,,,,,,,,,,,,,,,,,,,,
22,2003-04-06,2003,2,Sao Caetano,Criciuma,3,2,Vitória Mandante,5,1,Sao Caetano, Anacleto Campanella,SP,SC,,,,,,,,,,,,,,,,,,,,,,
23,2003-04-06,2003,2,Sao Paulo,Cruzeiro,2,4,Vitória Visitante,6,-2,Cruzeiro, Morumbi,SP,MG,,,,,,,,,,,,,,,,,,,,,,
24,2003-04-06,2003,2,Vasco,Goias,6,4,Vitória Mandante,10,2,Vasco, São Januário,RJ,GO,,,,,,,,,,,,,,,,,,,,,,
25,2003-04-09,2003,4,Paysandu,Santos,2,1,Vitória Mandante,3,1,Paysandu, Mangueirão,PA,SP,,,,,,,,,,,,,,,,,,,,,,
37,2003-04-12,2003,3,Internacional,Bahia,2,0,Vitória Mandante,2,2,Internacional, Beira Rio,RS,BA,,,,,,,,,,,,,,,,,,,,,,
38,2003-04-12,2003,3,Santos,Figueirense,2,0,Vitória Mandante,2,2,Santos, Vila Belmiro,SP,SC,,,,,,,,,,,,,,,,,,,,,,
39,2003-04-12,2003,3,Athletico-PR,Atletico-MG,1,2,Vitória Visitante,3,-1,Atletico-MG, Arena da Baixada,PR,MG,,,,,,,,,,,,,,,,,,,,,,
40,2003-04-12,2003,3,Corinthians,Paysandu,6,1,Vitória Mandante,7,5,Corinthians, Pacaembu,SP,PA,,,,,,,,,,,,,,,,,,,,,,
41,2003-04-13,2003,3,Vitoria,Vasco,2,1,Vitória Mandante,3,1,Vitoria, Barradão,BA,RJ,,,,,,,,,,,,,,,,,,,,,,
42,2003-04-13,2003,3,Criciuma,Sao Paulo,1,1,Empate,2,0,-, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
43,2003-04-13,2003,3,Fortaleza,Sao Caetano,1,1,Empate,2,0,-, Presidente Vargas,CE,SP,,,,,,,,,,,,,,,,,,,,,,
44,2003-04-13,2003,3,Juventude,Coritiba,2,1,Vitória Mandante,3,1,Juventude, Alfredo Jaconi,RS,PR,,,,,,,,,,,,,,,,,,,,,,
45,2003-04-13,2003,3,Guarani,Parana,2,0,Vitória Mandante,2,2,Guarani, Brinco de Ouro,SP,PR,,,,,,,,,,,,,,,,,,,,,,
46,2003-04-13,2003,3,Goias,Gremio,1,1,Empate,2,0,-, Serra Dourada,GO,RS,,,,,,,,,,,,,,,,,,,,,,
47,2003-04-13,2003,3,Cruzeiro,Ponte Preta,3,0,Vitória Mandante,3,3,Cruzeiro, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
48,2003-04-13,2003,3,Flamengo,Fluminense,4,1,Vitória Mandante,5,3,Flamengo, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
26,2003-04-16,2003,4,Bahia,Juventude,3,1,Vitória Mandante,4,2,Bahia, Fonte Nova,BA,RS,,,,,,,,,,,,,,,,,,,,,,
27,2003-04-16,2003,4,Gremio,Vitoria,2,1,Vitória Mandante,3,1,Gremio, Olímpico,RS,BA,,,,,,,,,,,,,,,,,,,,,,
28,2003-04-16,2003,4,Atletico-MG,Guarani,3,2,Vitória Mandante,5,1,Atletico-MG, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
29,2003-04-16,2003,4,Figueirense,Athletico-PR,1,1,Empate,2,0,-, Orlando Scarpelli,SC,PR,,,,,,,,,,,,,,,,,,,,,,
30,2003-04-16,2003,4,Ponte Preta,Criciuma,1,1,Empate,2,0,-, Moisés Lucarelli,SP,SC,,,,,,,,,,,,,,,,,,,,,,
31,2003-04-16,2003,4,Sao Caetano,Flamengo,1,1,Empate,2,0,-, Anacleto Campanella,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
32,2003-04-16,2003,4,Vasco,Corinthians,2,2,Empate,4,0,-, São Januário,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
33,2003-04-16,2003,4,Coritiba,Cruzeiro,3,4,Vitória Visitante,7,-1,Cruzeiro, Couto Pereira,PR,MG,,,,,,,,,,,,,,,,,,,,,,
34,2003-04-17,2003,4,Fluminense,Internacional,3,1,Vitória Mandante,4,2,Fluminense, Maracanã,RJ,RS,,,,,,,,,,,,,,,,,,,,,,
35,2003-04-17,2003,4,Sao Paulo,Fortaleza,3,1,Vitória Mandante,4,2,Sao Paulo, Morumbi,SP,CE,,,,,,,,,,,,,,,,,,,,,,
36,2003-04-17,2003,4,Parana,Goias,3,1,Vitória Mandante,4,2,Parana, Pinheirão,PR,GO,,,,,,,,,,,,,,,,,,,,,,
144,2003-04-18,2003,12,Flamengo,Cruzeiro,3,0,Vitória Mandante,3,3,Flamengo, Maracanã,RJ,MG,,,,,,,,,,,,,,,,,,,,,,
49,2003-04-19,2003,5,Bahia,Atletico-MG,2,4,Vitória Visitante,6,-2,Atletico-MG, Fonte Nova,BA,MG,,,,,,,,,,,,,,,,,,,,,,
50,2003-04-19,2003,5,Sao Caetano,Gremio,1,1,Empate,2,0,-, Anacleto Campanella,SP,RS,,,,,,,,,,,,,,,,,,,,,,
51,2003-04-19,2003,5,Flamengo,Santos,0,2,Vitória Visitante,2,-2,Santos, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
52,2003-04-20,2003,5,Sao Paulo,Vasco,3,1,Vitória Mandante,4,2,Sao Paulo, Morumbi,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
53,2003-04-20,2003,5,Internacional,Corinthians,2,1,Vitória Mandante,3,1,Internacional, Beira Rio,RS,SP,,,,,,,,,,,,,,,,,,,,,,
54,2003-04-20,2003,5,Criciuma,Guarani,1,0,Vitória Mandante,1,1,Criciuma, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
55,2003-04-20,2003,5,Juventude,Vitoria,1,1,Empate,2,0,-, Alfredo Jaconi,RS,BA,,,,,,,,,,,,,,,,,,,,,,
56,2003-04-20,2003,5,Fortaleza,Athletico-PR,1,0,Vitória Mandante,1,1,Fortaleza, Presidente Vargas,CE,PR,,,,,,,,,,,,,,,,,,,,,,
57,2003-04-20,2003,5,Ponte Preta,Paysandu,4,4,Empate,8,0,-, Moisés Lucarelli,SP,PA,,,,,,,,,,,,,,,,,,,,,,
58,2003-04-20,2003,5,Cruzeiro,Goias,4,1,Vitória Mandante,5,3,Cruzeiro, Mineirão,MG,GO,,,,,,,,,,,,,,,,,,,,,,
59,2003-04-20,2003,5,Fluminense,Parana,0,0,Empate,0,0,-, Maracanã,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
60,2003-04-21,2003,5,Coritiba,Figueirense,1,0,Vitória Mandante,1,1,Coritiba, Couto Pereira,PR,SC,,,,,,,,,,,,,,,,,,,,,,
61,2003-04-26,2003,6,Atletico-MG,Coritiba,1,2,Vitória Visitante,3,-1,Coritiba, Mineirão,MG,PR,,,,,,,,,,,,,,,,,,,,,,
62,2003-04-26,2003,6,Parana,Bahia,3,1,Vitória Mandante,4,2,Parana, Pinheirão,PR,BA,,,,,,,,,,,,,,,,,,,,,,
63,2003-04-26,2003,6,Vitoria,Internacional,0,3,Vitória Visitante,3,-3,Internacional, Barradão,BA,RS,,,,,,,,,,,,,,,,,,,,,,
64,2003-04-26,2003,6,Guarani,Cruzeiro,1,1,Empate,2,0,-, Brinco de Ouro,SP,MG,,,,,,,,,,,,,,,,,,,,,,
65,2003-04-27,2003,6,Corinthians,Flamengo,1,1,Empate,2,0,-, Pacaembu,SP,RJ,,,,,,,,,,,,,,,,,,,,,,
66,2003-04-27,2003,6,Goias,Juventude,7,0,Vitória Mandante,7,7,Goias, Serra Dourada,GO,RS,,,,,,,,,,,,,,,,,,,,,,
67,2003-04-27,2003,6,Figueirense,Ponte Preta,0,0,Empate,0,0,-, Orlando Scarpelli,SC,SP,,,,,,,,,,,,,,,,,,,,,,
68,2003-04-27,2003,6,Santos,Fortaleza,4,0,Vitória Mandante,4,4,Santos, Vila Belmiro,SP,CE,,,,,,,,,,,,,,,,,,,,,,
69,2003-04-27,2003,6,Gremio,Fluminense,0,1,Vitória Visitante,1,-1,Fluminense, Olímpico,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
70,2003-04-27,2003,6,Athletico-PR,Criciuma,4,2,Vitória Mandante,6,2,Athletico-PR, Arena da Baixada,PR,SC,,,,,,,,,,,,,,,,,,,,,,
71,2003-04-27,2003,6,Paysandu,Sao Paulo,5,2,Vitória Mandante,7,3,Paysandu, Mangueirão,PA,SP,,,,,,,,,,,,,,,,,,,,,,
72,2003-04-27,2003,6,Vasco,Sao Caetano,1,0,Vitória Mandante,1,1,Vasco, São Januário,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
73,2003-05-03,2003,7,Flamengo,Vitoria,2,1,Vitória Mandante,3,1,Flamengo, Maracanã,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
74,2003-05-03,2003,7,Bahia,Gremio,2,1,Vitória Mandante,3,1,Bahia, Fonte Nova,BA,RS,,,,,,,,,,,,,,,,,,,,,,
75,2003-05-03,2003,7,Cruzeiro,Athletico-PR,5,2,Vitória Mandante,7,3,Cruzeiro, Mineirão,MG,PR,,,,,,,,,,,,,,,,,,,,,,
76,2003-05-04,2003,7,Fortaleza,Corinthians,1,2,Vitória Visitante,3,-1,Corinthians, Castelão,CE,SP,,,,,,,,,,,,,,,,,,,,,,
77,2003-05-04,2003,7,Sao Paulo,Figueirense,3,2,Vitória Mandante,5,1,Sao Paulo, Morumbi,SP,SC,,,,,,,,,,,,,,,,,,,,,,
78,2003-05-04,2003,7,Sao Caetano,Paysandu,2,0,Vitória Mandante,2,2,Sao Caetano, Anacleto Campanella,SP,PA,,,,,,,,,,,,,,,,,,,,,,
79,2003-05-04,2003,7,Internacional,Goias,2,1,Vitória Mandante,3,1,Internacional, Beira Rio,RS,GO,,,,,,,,,,,,,,,,,,,,,,
80,2003-05-04,2003,7,Ponte Preta,Atletico-MG,2,1,Vitória Mandante,3,1,Ponte Preta, Moisés Lucarelli,SP,MG,,,,,,,,,,,,,,,,,,,,,,
81,2003-05-04,2003,7,Juventude,Guarani,1,1,Empate,2,0,-, Alfredo Jaconi,RS,SP,,,,,,,,,,,,,,,,,,,,,,
82,2003-05-04,2003,7,Coritiba,Parana,2,1,Vitória Mandante,3,1,Coritiba, Couto Pereira,PR,PR,,,,,,,,,,,,,,,,,,,,,,
83,2003-05-04,2003,7,Criciuma,Santos,1,3,Vitória Visitante,4,-2,Santos, Heriberto Hulse,SC,SP,,,,,,,,,,,,,,,,,,,,,,
84,2003-05-04,2003,7,Fluminense,Vasco,0,0,Empate,0,0,-, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
85,2003-05-10,2003,8,Goias,Flamengo,1,1,Empate,2,0,-, Serra Dourada,GO,RJ,,,,,,,,,,,,,,,,,,,,,,
86,2003-05-10,2003,8,Santos,Cruzeiro,0,2,Vitória Visitante,2,-2,Cruzeiro, Vila Belmiro,SP,MG,,,,,,,,,,,,,,,,,,,,,,
87,2003-05-10,2003,8,Parana,Ponte Preta,3,2,Vitória Mandante,5,1,Parana, Pinheirão,PR,SP,,,,,,,,,,,,,,,,,,,,,,
88,2003-05-10,2003,8,Corinthians,Criciuma,3,0,Vitória Mandante,3,3,Corinthians, Pacaembu,SP,SC,,,,,,,,,,,,,,,,,,,,,,
89,2003-05-11,2003,8,Vasco,Bahia,1,1,Empate,2,0,-, São Januário,RJ,BA,,,,,,,,,,,,,,,,,,,,,,
90,2003-05-11,2003,8,Paysandu,Fluminense,2,2,Empate,4,0,-, Mangueirão,PA,RJ,,,,,,,,,,,,,,,,,,,,,,
91,2003-05-11,2003,8,Atletico-MG,Sao Paulo,2,2,Empate,4,0,-, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
92,2003-05-11,2003,8,Vitoria,Fortaleza,2,1,Vitória Mandante,3,1,Vitoria, Barradão,BA,CE,,,,,,,,,,,,,,,,,,,,,,
93,2003-05-11,2003,8,Guarani,Internacional,3,0,Vitória Mandante,3,3,Guarani, Brinco de Ouro,SP,RS,,,,,,,,,,,,,,,,,,,,,,
94,2003-05-11,2003,8,Athletico-PR,Juventude,2,0,Vitória Mandante,2,2,Athletico-PR, Arena da Baixada,PR,RS,,,,,,,,,,,,,,,,,,,,,,
95,2003-05-11,2003,8,Figueirense,Sao Caetano,3,0,Vitória Mandante,3,3,Figueirense, Orlando Scarpelli,SC,SP,,,,,,,,,,,,,,,,,,,,,,
96,2003-05-11,2003,8,Gremio,Coritiba,1,0,Vitória Mandante,1,1,Gremio, Olímpico,RS,PR,,,,,,,,,,,,,,,,,,,,,,
97,2003-05-17,2003,9,Fluminense,Figueirense,3,0,Vitória Mandante,3,3,Fluminense, Maracanã,RJ,SC,,,,,,,,,,,,,,,,,,,,,,
98,2003-05-17,2003,9,Sao Caetano,Atletico-MG,2,0,Vitória Mandante,2,2,Sao Caetano, Anacleto Campanella,SP,MG,,,,,,,,,,,,,,,,,,,,,,
99,2003-05-17,2003,9,Juventude,Santos,1,1,Empate,2,0,-, Alfredo Jaconi,RS,SP,,,,,,,,,,,,,,,,,,,,,,
100,2003-05-18,2003,9,Bahia,Paysandu,2,0,Vitória Mandante,2,2,Bahia, Fonte Nova,BA,PA,,,,,,,,,,,,,,,,,,,,,,
101,2003-05-18,2003,9,Internacional,Athletico-PR,1,1,Empate,2,0,-, Beira Rio,RS,PR,,,,,,,,,,,,,,,,,,,,,,
102,2003-05-18,2003,9,Coritiba,Vasco,1,1,Empate,2,0,-, Couto Pereira,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
103,2003-05-18,2003,9,Cruzeiro,Corinthians,1,1,Empate,2,0,-, Mineirão,MG,SP,,,,,,,,,,,,,,,,,,,,,,
104,2003-05-18,2003,9,Fortaleza,Goias,1,0,Vitória Mandante,1,1,Fortaleza, Castelão,CE,GO,,,,,,,,,,,,,,,,,,,,,,
105,2003-05-18,2003,9,Ponte Preta,Gremio,2,1,Vitória Mandante,3,1,Ponte Preta, Moisés Lucarelli,SP,RS,,,,,,,,,,,,,,,,,,,,,,
106,2003-05-18,2003,9,Criciuma,Vitoria,1,1,Empate,2,0,-, Heriberto Hulse,SC,BA,,,,,,,,,,,,,,,,,,,,,,
107,2003-05-18,2003,9,Flamengo,Guarani,1,1,Empate,2,0,-, Maracanã,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
108,2003-05-18,2003,9,Sao Paulo,Parana,2,0,Vitória Mandante,2,2,Sao Paulo, Morumbi,SP,PR,,,,,,,,,,,,,,,,,,,,,,
109,2003-05-24,2003,10,Atletico-MG,Fluminense,3,0,Vitória Mandante,3,3,Atletico-MG,  Independência,MG,RJ,,,,,,,,,,,,,,,,,,,,,,
110,2003-05-24,2003,10,Parana,Sao Caetano,1,1,Empate,2,0,-, Pinheirão,PR,SP,,,,,,,,,,,,,,,,,,,,,,
111,2003-05-24,2003,10,Corinthians,Juventude,3,0,Vitória Mandante,3,3,Corinthians, Pacaembu,SP,RS,,,,,,,,,,,,,,,,,,,,,,
112,2003-05-24,2003,10,Vasco,Ponte Preta,1,0,Vitória Mandante,1,1,Vasco, São Januário,RJ,SP,,,,,,,,,,,,,,,,,,,,,,
113,2003-05-25,2003,10,Athletico-PR,Flamengo,4,1,Vitória Mandante,5,3,Athletico-PR, Arena da Baixada,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
114,2003-05-25,2003,10,Paysandu,Coritiba,1,3,Vitória Visitante,4,-2,Coritiba, Mangueirão,PA,PR,,,,,,,,,,,,,,,,,,,,,,
115,2003-05-25,2003,10,Goias,Criciuma,0,2,Vitória Visitante,2,-2,Criciuma, Serra Dourada,GO,SC,,,,,,,,,,,,,,,,,,,,,,
116,2003-05-25,2003,10,Gremio,Sao Paulo,1,2,Vitória Visitante,3,-1,Sao Paulo, Olímpico,RS,SP,,,,,,,,,,,,,,,,,,,,,,
117,2003-05-25,2003,10,Guarani,Fortaleza,2,1,Vitória Mandante,3,1,Guarani, Brinco de Ouro,SP,CE,,,,,,,,,,,,,,,,,,,,,,
118,2003-05-25,2003,10,Figueirense,Bahia,1,0,Vitória Mandante,1,1,Figueirense, Orlando Scarpelli,SC,BA,,,,,,,,,,,,,,,,,,,,,,
119,2003-05-25,2003,10,Vitoria,Cruzeiro,2,1,Vitória Mandante,3,1,Vitoria, Barradão,BA,MG,,,,,,,,,,,,,,,,,,,,,,
120,2003-05-25,2003,10,Santos,Internacional,2,1,Vitória Mandante,3,1,Santos, Vila Belmiro,SP,RS,,,,,,,,,,,,,,,,,,,,,,
121,2003-05-31,2003,11,Fluminense,Athletico-PR,2,1,Vitória Mandante,3,1,Fluminense,  Édson Passos,RJ,PR,,,,,,,,,,,,,,,,,,,,,,
122,2003-05-31,2003,11,Cruzeiro,Criciuma,2,0,Vitória Mandante,2,2,Cruzeiro, Mineirão,MG,SC,,,,,,,,,,,,,,,,,,,,,,
123,2003-05-31,2003,11,Coritiba,Guarani,3,2,Vitória Mandante,5,1,Coritiba, Couto Pereira,PR,SP,,,,,,,,,,,,,,,,,,,,,,
124,2003-05-31,2003,11,Ponte Preta,Sao Caetano,0,0,Empate,0,0,-, Moisés Lucarelli,SP,SP,,,,,,,,,,,,,,,,,,,,,,
125,2003-05-31,2003,11,Internacional,Paysandu,2,1,Vitória Mandante,3,1,Internacional, Beira Rio,RS,PA,,,,,,,,,,,,,,,,,,,,,,
126,2003-06-01,2003,11,Parana,Flamengo,6,2,Vitória Mandante,8,4,Parana, Pinheirão,PR,RJ,,,,,,,,,,,,,,,,,,,,,,
127,2003-06-01,2003,11,Bahia,Goias,2,1,Vitória Mandante,3,1,Bahia, Fonte Nova,BA,GO,,,,,,,,,,,,,,,,,,,,,,
128,2003-06-01,2003,11,Fortaleza,Juventude,3,1,Vitória Mandante,4,2,Fortaleza, Castelão,CE,RS,,,,,,,,,,,,,,,,,,,,,,
129,2003-06-01,2003,11,Figueirense,Gremio,2,1,Vitória Mandante,3,1,Figueirense, Orlando Scarpelli,SC,RS,,,,,,,,,,,,,,,,,,,,,,
130,2003-06-01,2003,11,Santos,Sao Paulo,3,2,Vitória Mandante,5,1,Santos, Vila Belmiro,SP,SP,,,,,,,,,,,,,,,,,,,,,,
131,2003-06-01,2003,11,Corinthians,Vitoria,4,0,Vitória Mandante,4,4,Corinthians, Pacaembu,SP,BA,,,,,,,,,,,,,,,,,,,,,,
132,2003-06-01,2003,11,Vasco,Atletico-MG,2,2,Empate,4,0,-, São Januário,RJ,MG,,,,,,,,,,,,,,,,,,,,,,
133,2003-06-07,2003,12,Vitoria,Fluminense,2,1,Vitória Mandante,3,1,Vitoria, Barradão,BA,RJ,,,,,,,,,,,,,,,,,,,,,,
134,2003-06-07,2003,12,Guarani,Santos,1,2,Vitória Visitante,3,-1,Santos, Brinco de Ouro,SP,SP,,,,,,,,,,,,,,,,,,,,,,
135,2003-06-07,2003,12,Gremio,Fortaleza,3,1,Vitória Mandante,4,2,Gremio, Olímpico,RS,CE,,,,,,,,,,,,,,,,,,,,,,
136,2003-06-07,2003,12,Atletico-MG,Figueirense,1,1,Empate,2,0,-,  Independência,MG,SC,,,,,,,,,,,,,,,,,,,,,,
137,2003-06-08,2003,12,Paysandu,Parana,3,0,Vitória Mandante,3,3,Paysandu, Mangueirão,PA,PR,,,,,,,,,,,,,,,,,,,,,,
138,2003-06-08,2003,12,Juventude,Vasco,0,0,Empate,0,0,-, Alfredo Jaconi,RS,RJ,,,,,,,,,,,,,,,,,,,,,,
139,2003-06-08,2003,12,Athletico-PR,Ponte Preta,4,2,Vitória Mandante,6,2,Athletico-PR, Arena da Baixada,PR,SP,,,,,,,,,,,,,,,,,,,,,,
140,2003-06-08,2003,12,Goias,Coritiba,1,2,Vitória Visitante,3,-1,Coritiba, Serra Dourada,GO,PR,,,,,,,,,,,,,,,,,,,,,,
141,2003-06-08,2003,12,Sao Caetano,Corinthians,1,0,Vitória Mandante,1,1,Sao Caetano, Anacleto Campanella,SP,SP,,,,,,,,,,,,,,,,,,,,,,
142,2003-06-08,2003,12,Criciuma,Internacional,1,0,Vitória Mandante,1,1,Criciuma, Heriberto Hulse,SC,RS,,,,,,,,,,,,,,,,,,,,,,
143,2003-06-08,2003,12,Sao Paulo,Bahia,2,2,Empate,4,0,-, Morumbi,SP,BA,,,,,,,,,,,,,,,,,,,,,,
145,2003-06-14,2003,13,Fluminense,Goias,2,3,Vitória Visitante,5,-1,Goias, Maracanã,RJ,GO,,,,,,,,,,,,,,,,,,,,,,
146,2003-06-14,2003,13,Ponte Preta,Guarani,0,2,Vitória Visitante,2,-2,Guarani, Moisés Lucarelli,SP,SP,,,,,,,,,,,,,,,,,,,,,,
147,2003-06-14,2003,13,Coritiba,Athletico-PR,2,0,Vitória Mandante,2,2,Coritiba, Couto Pereira,PR,PR,,,,,,,,,,,,,,,,,,,,,,
148,2003-06-15,2003,13,Corinthians,Sao Paulo,1,2,Vitória Visitante,3,-1,Sao Paulo, Morumbi,SP,SP,,,,,,,,,,,,,,,,,,,,,,
149,2003-06-15,2003,13,Fortaleza,Paysandu,1,2,Vitória Visitante,3,-1,Paysandu, Presidente Vargas,CE,PA,,,,,,,,,,,,,,,,,,,,,,
150,2003-06-15,2003,13,Parana,Juventude,1,2,Vitória Visitante,3,-1,Juventude, Pinheirão,PR,RS,,,,,,,,,,,,,,,,,,,,,,
151,2003-06-15,2003,13,Gremio,Internacional,0,0,Empate,0,0,-, Olímpico,RS,RS,,,,,,,,,,,,,,,,,,,,,,
152,2003-06-15,2003,13,Santos,Sao Caetano,0,1,Vitória Visitante,1,-1,Sao Caetano, Vila Belmiro,SP,SP,,,,,,,,,,,,,,,,,,,,,,
153,2003-06-15,2003,13,Criciuma,Figueirense,1,0,Vitória Mandante,1,1,Criciuma, Heriberto Hulse,SC,SC,,,,,,,,,,,,,,,,,,,,,,
154,2003-06-15,2003,13,Bahia,Vitoria,2,1,Vitória Mandante,3,1,Bahia, Fonte Nova,BA,BA,,,,,,,,,,,,,,,,,,,,,,
155,2003-06-15,2003,13,Vasco,Flamengo,1,2,Vitória Visitante,3,-1,Flamengo, Maracanã,RJ,RJ,,,,,,,,,,,,,,,,,,,,,,
156,2003-06-15,2003,13,Cruzeiro,Atletico-MG,0,0,Empate,0,0,-, Mineirão,MG,MG,,,,,,,,,,,,,,,,,,,,,,
157,2003-06-19,2003,14,Bahia,Coritiba,2,2,Empate,4,0,-, Fonte Nova,BA,PR,,,,,,,,,,,,,,,,,,,,,,
158,2003-06-21,2003,14,Vasco,Criciuma,2,0,Vitória Mandante,2,2,Vasco, São Januário,RJ,SC,,,,,,,,,,,,,,,,,,,,,,
159,2003-06-21,2003,14,Atletico-MG,Gremio,3,2,Vitória Mandante,5,1,Atletico-MG, Mineirão,MG,RS,,,,,,,,,,,,,,,,,,,,,,
160,2003-06-21,2003,14,Internacional,Parana,2,1,Vitória Mandante,3,1,Internacional, Beira Rio,RS,PR,,,,,,,,,,,,,,,,,,,,,,
161,2003-06-21,2003,14,Sao Paulo,Goias,1,0,Vitória Mandante,1,1,Sao Paulo, Morumbi,SP,GO,,,,,,,,,,,,,,,,,,,,,,
162,2003-06-22,2003,14,Paysandu,Flamengo,2,2,Empate,4,0,-, Mangueirão,PA,RJ,,,,,,,,,,,,,,,,,,,,,,
163,2003-06-22,2003,14,Ponte Preta,Corinthians,3,3,Empate,6,0,-, Moisés Lucarelli,SP,SP,,,,,,,,,,,,,,,,,,,,,,
164,2003-06-22,2003,14,Sao Caetano,Vitoria,2,1,Vitória Mandante,3,1,Sao Caetano, Anacleto Campanella,SP,BA,,,,,,,,,,,,,,,,,,,,,,
165,2003-06-22,2003,14,Figueirense,Fortaleza,2,2,Empate,4,0,-, Orlando Scarpelli,SC,CE,,,,,,,,,,,,,,,,,,,,,,
