partida_id,data,ano,rodata,mandante,visitante,gols_mandante,gols_visitante,resultado,total_gols,saldo_mandante,vencedor,arena,mandante_Estado,visitante_Estado,gols_penalti_mandante,gols_penalti_visitante,gols_contra_mandante,gols_contra_visitante,cartao_amarelo_mandante,cartao_amarelo_visitante,cartao_vermelho_mandante,cartao_vermelho_visitante,chutes_mandante,chutes_visitante,chutes_no_alvo_mandante,chutes_no_alvo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,impedimentos_mandante,impedimentos_visitante,passes_mandante,passes_visitante,posse_de_bola_mandante,posse_de_bola_visitante
6811,2019-11-06,2019,31,Bahia,Chapecoense,1,1,Empate,2,0,-,Itaipava Arena Fonte Nova,BA,SC,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,23.0,7.0,7.0,2.0,6.0,4.0,20.0,16.0,3.0,1.0,483.0,247.0,67.0,33.0
6812,2019-11-07,2019,31,Ceara,Internacional,2,0,Vitória Mandante,2,2,Ceara,Arena Castelão,CE,RS,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,16.0,4.0,3.0,6.0,4.0,8.0,11.0,3.0,1.0,413.0,593.0,40.0,60.0
6813,2019-11-07,2019,31,Sao Paulo,Fluminense,0,2,Vitória Visitante,2,-2,Fluminense, Morumbi,SP,RJ,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,21.0,5.0,4.0,4.0,2.0,2.0,6.0,16.0,0.0,1.0,612.0,475.0,57.0,43.0
6814,2019-11-07,2019,31,Botafogo-RJ,Flamengo,0,1,Vitória Visitante,1,-1,Flamengo,Estádio Nilton Santos,RJ,RJ,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,6.0,18.0,2.0,3.0,1.0,10.0,16.0,14.0,0.0,0.0,207.0,497.0,29.0,71.0
6815,2019-11-07,2019,31,Gremio,CSA,2,1,Vitória Mandante,3,1,Gremio,Arena do Grêmio,RS,AL,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,19.0,9.0,3.0,3.0,11.0,3.0,15.0,16.0,0.0,1.0,646.0,354.0,65.0,35.0
6816,2019-11-09,2019,32,Goias,Santos,0,3,Vitória Visitante,3,-3,Santos,Estádio do Governo do Estado de Goiás (Serra Dourada),GO,SP,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,9.0,17.0,2.0,11.0,5.0,4.0,19.0,16.0,2.0,3.0,344.0,444.0,43.0,57.0
6817,2019-11-09,2019,32,Palmeiras,Corinthians,1,1,Empate,2,0,-,Estádio Municipal Paulo Machado de Carvalho,SP,SP,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,21.0,7.0,7.0,2.0,9.0,2.0,12.0,18.0,3.0,0.0,323.0,394.0,46.0,54.0
6820,2019-11-10,2019,32,Sao Paulo,Athletico-PR,0,1,Vitória Visitante,1,-1,Athletico-PR, Morumbi,SP,PR,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6818,2019-11-10,2019,32,Internacional,Fluminense,2,1,Vitória Mandante,3,1,Internacional,Estádio José Pinheiro Borda,RS,RJ,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,15.0,14.0,5.0,5.0,4.0,3.0,16.0,9.0,1.0,0.0,408.0,621.0,39.0,61.0
6819,2019-11-10,2019,32,Cruzeiro,Atletico-MG,0,0,Empate,0,0,-, Mineirão,MG,MG,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,17.0,2.0,0.0,4.0,8.0,9.0,12.0,1.0,0.0,426.0,302.0,59.0,41.0
6821,2019-11-10,2019,32,Flamengo,Bahia,3,1,Vitória Mandante,4,2,Flamengo, Maracanã,RJ,BA,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,9.0,8.0,2.0,11.0,2.0,10.0,11.0,3.0,0.0,526.0,278.0,67.0,33.0
6822,2019-11-10,2019,32,Chapecoense,Gremio,0,1,Vitória Visitante,1,-1,Gremio,Arena Condá,SC,RS,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,17.0,7.0,2.0,2.0,5.0,2.0,10.0,13.0,0.0,0.0,425.0,477.0,48.0,52.0
6823,2019-11-10,2019,32,Fortaleza,Ceara,1,0,Vitória Mandante,1,1,Fortaleza,Arena Castelão,CE,CE,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,15.0,2.0,3.0,3.0,8.0,13.0,17.0,0.0,0.0,283.0,483.0,36.0,64.0
6824,2019-11-10,2019,32,CSA,Vasco,0,3,Vitória Visitante,3,-3,Vasco,Estádio Rei Pelé,AL,RJ,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,20.0,8.0,5.0,6.0,5.0,3.0,17.0,18.0,4.0,0.0,472.0,337.0,59.0,41.0
6825,2019-11-11,2019,32,Botafogo-RJ,Avai,2,0,Vitória Mandante,2,2,Botafogo-RJ,Estádio Nilton Santos,RJ,SC,1.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,17.0,17.0,4.0,5.0,4.0,4.0,19.0,16.0,1.0,1.0,295.0,502.0,37.0,63.0
6826,2019-11-13,2019,34,Flamengo,Vasco,4,4,Empate,8,0,-, Maracanã,RJ,RJ,0.0,1.0,1.0,0.0,6.0,5.0,0.0,0.0,11.0,9.0,4.0,6.0,5.0,4.0,23.0,25.0,0.0,1.0,513.0,245.0,68.0,32.0
6836,2019-11-16,2019,33,Santos,Sao Paulo,1,1,Empate,2,0,-,Estádio Urbano Caldeira,SP,SP,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,15.0,3.0,4.0,3.0,4.0,14.0,25.0,0.0,4.0,320.0,463.0,41.0,59.0
6837,2019-11-16,2019,33,Fluminense,Atletico-MG,1,1,Empate,2,0,-, Maracanã,RJ,MG,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,15.0,13.0,4.0,5.0,1.0,2.0,15.0,15.0,0.0,3.0,504.0,423.0,54.0,46.0
6841,2019-11-17,2019,33,Athletico-PR,Botafogo-RJ,1,0,Vitória Mandante,1,1,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,RJ,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6838,2019-11-17,2019,33,Gremio,Flamengo,0,1,Vitória Visitante,1,-1,Flamengo,Arena do Grêmio,RS,RJ,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,22.0,9.0,6.0,5.0,10.0,0.0,9.0,15.0,3.0,0.0,559.0,270.0,69.0,31.0
6839,2019-11-17,2019,33,Bahia,Palmeiras,1,1,Empate,2,0,-,Itaipava Arena Fonte Nova,BA,SP,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,22.0,5.0,5.0,2.0,4.0,17.0,16.0,1.0,0.0,404.0,481.0,45.0,55.0
6840,2019-11-17,2019,33,Chapecoense,Ceara,1,0,Vitória Mandante,1,1,Chapecoense,Arena Condá,SC,CE,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,15.0,5.0,6.0,6.0,5.0,13.0,15.0,0.0,2.0,325.0,508.0,40.0,60.0
6842,2019-11-17,2019,33,Corinthians,Internacional,0,0,Empate,0,0,-,Neo Química Arena,SP,RS,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,13.0,3.0,2.0,5.0,3.0,9.0,19.0,2.0,0.0,411.0,421.0,49.0,51.0
6843,2019-11-17,2019,33,Fortaleza,CSA,3,0,Vitória Mandante,3,3,Fortaleza,Arena Castelão,CE,AL,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,8.0,6.0,2.0,4.0,3.0,10.0,20.0,0.0,1.0,516.0,294.0,64.0,36.0
6844,2019-11-18,2019,33,Vasco,Goias,1,1,Empate,2,0,-,Estádio Vasco da Gama,RJ,GO,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,9.0,21.0,3.0,6.0,3.0,16.0,22.0,16.0,3.0,1.0,360.0,384.0,47.0,53.0
6845,2019-11-18,2019,33,Cruzeiro,Avai,0,0,Empate,0,0,-, Mineirão,MG,SC,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,16.0,10.0,3.0,4.0,17.0,2.0,14.0,20.0,0.0,0.0,573.0,223.0,73.0,27.0
6827,2019-11-23,2019,34,Santos,Cruzeiro,4,1,Vitória Mandante,5,3,Santos,Estádio Urbano Caldeira,SP,MG,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,25.0,9.0,11.0,2.0,10.0,4.0,16.0,19.0,4.0,1.0,456.0,356.0,57.0,43.0
6829,2019-11-24,2019,34,Atletico-MG,Athletico-PR,0,1,Vitória Visitante,1,-1,Athletico-PR, Mineirão,MG,PR,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6828,2019-11-24,2019,34,Palmeiras,Gremio,1,2,Vitória Visitante,3,-1,Gremio,Allianz Parque,SP,RS,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,17.0,7.0,6.0,3.0,4.0,4.0,14.0,14.0,1.0,1.0,376.0,609.0,39.0,61.0
6830,2019-11-24,2019,34,Goias,Bahia,4,3,Vitória Mandante,7,1,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),GO,BA,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,13.0,10.0,5.0,3.0,4.0,5.0,14.0,23.0,2.0,0.0,367.0,415.0,47.0,53.0
6831,2019-11-24,2019,34,Botafogo-RJ,Corinthians,1,0,Vitória Mandante,1,1,Botafogo-RJ,Estádio Nilton Santos,RJ,SP,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,8.0,25.0,5.0,5.0,2.0,8.0,11.0,19.0,2.0,2.0,239.0,597.0,28.0,72.0
6833,2019-11-24,2019,34,Internacional,Fortaleza,2,2,Empate,4,0,-,Estádio José Pinheiro Borda,RS,CE,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,23.0,6.0,6.0,3.0,9.0,3.0,16.0,12.0,0.0,3.0,539.0,366.0,61.0,39.0
6834,2019-11-24,2019,34,Avai,Chapecoense,0,1,Vitória Visitante,1,-1,Chapecoense,  Ressacada,SC,SC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,15.0,2.0,2.0,4.0,4.0,11.0,15.0,0.0,0.0,490.0,360.0,58.0,42.0
6832,2019-11-24,2019,34,Ceara,Sao Paulo,1,1,Empate,2,0,-,Arena Castelão,CE,SP,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,18.0,6.0,6.0,2.0,13.0,5.0,12.0,16.0,0.0,0.0,434.0,479.0,49.0,51.0
6835,2019-11-25,2019,34,CSA,Fluminense,0,1,Vitória Visitante,1,-1,Fluminense,Estádio Rei Pelé,AL,RJ,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,18.0,19.0,4.0,7.0,5.0,3.0,15.0,14.0,1.0,2.0,372.0,604.0,39.0,61.0
6846,2019-11-27,2019,35,Internacional,Goias,1,2,Vitória Visitante,3,-1,Goias,Estádio José Pinheiro Borda,RS,GO,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,24.0,13.0,9.0,7.0,11.0,3.0,22.0,24.0,3.0,2.0,562.0,259.0,69.0,31.0
6847,2019-11-27,2019,35,Chapecoense,Botafogo-RJ,0,1,Vitória Visitante,1,-1,Botafogo-RJ,Arena Condá,SC,RJ,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,25.0,9.0,3.0,2.0,5.0,2.0,12.0,18.0,0.0,0.0,396.0,290.0,59.0,41.0
6849,2019-11-27,2019,35,Athletico-PR,Gremio,2,0,Vitória Mandante,2,2,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,RS,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6848,2019-11-27,2019,35,Bahia,Atletico-MG,1,1,Empate,2,0,-,Itaipava Arena Fonte Nova,BA,MG,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,10.0,4.0,3.0,10.0,4.0,12.0,20.0,0.0,2.0,463.0,346.0,58.0,42.0
6851,2019-11-27,2019,35,Corinthians,Avai,3,0,Vitória Mandante,3,3,Corinthians,Neo Química Arena,SP,SC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,9.0,9.0,1.0,7.0,3.0,15.0,13.0,2.0,3.0,503.0,277.0,65.0,35.0
6850,2019-11-27,2019,35,Flamengo,Ceara,4,1,Vitória Mandante,5,3,Flamengo, Maracanã,RJ,CE,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,27.0,5.0,7.0,1.0,13.0,3.0,13.0,10.0,0.0,1.0,553.0,287.0,66.0,34.0
6852,2019-11-28,2019,35,Fluminense,Palmeiras,1,0,Vitória Mandante,1,1,Fluminense, Maracanã,RJ,SP,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,13.0,10.0,4.0,3.0,2.0,6.0,15.0,20.0,0.0,2.0,468.0,551.0,45.0,55.0
6853,2019-11-28,2019,35,Fortaleza,Santos,2,1,Vitória Mandante,3,1,Fortaleza,Arena Castelão,CE,SP,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,11.0,14.0,3.0,4.0,5.0,8.0,16.0,17.0,1.0,3.0,246.0,419.0,37.0,63.0
6854,2019-11-28,2019,35,Sao Paulo,Vasco,1,0,Vitória Mandante,1,1,Sao Paulo, Morumbi,SP,RJ,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,15.0,10.0,6.0,5.0,5.0,5.0,29.0,16.0,2.0,0.0,486.0,376.0,56.0,44.0
6855,2019-11-28,2019,35,Cruzeiro,CSA,0,1,Vitória Visitante,1,-1,CSA, Mineirão,MG,AL,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,5.0,9.0,3.0,9.0,1.0,9.0,16.0,1.0,2.0,525.0,215.0,73.0,27.0
6856,2019-11-30,2019,36,Botafogo-RJ,Internacional,0,1,Vitória Visitante,1,-1,Internacional,Estádio Nilton Santos,RJ,RS,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,17.0,1.0,7.0,5.0,9.0,8.0,14.0,3.0,1.0,374.0,475.0,44.0,56.0
6857,2019-11-30,2019,36,Ceara,Athletico-PR,1,1,Empate,2,0,-,Arena Castelão,CE,PR,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,16.0,10.0,8.0,3.0,6.0,4.0,17.0,16.0,1.0,2.0,382.0,373.0,52.0,48.0
6859,2019-12-01,2019,36,Palmeiras,Flamengo,1,3,Vitória Visitante,4,-2,Flamengo,Allianz Parque,SP,RJ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,14.0,9.0,5.0,8.0,3.0,6.0,18.0,21.0,4.0,1.0,420.0,545.0,44.0,56.0
6858,2019-12-01,2019,36,Avai,Fluminense,1,1,Empate,2,0,-,  Ressacada,SC,RJ,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,7.0,1.0,2.0,3.0,4.0,26.0,20.0,0.0,0.0,377.0,488.0,43.0,57.0
6860,2019-12-01,2019,36,Goias,Fortaleza,1,2,Vitória Visitante,3,-1,Fortaleza,Estádio do Governo do Estado de Goiás (Serra Dourada),GO,CE,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,19.0,11.0,4.0,6.0,14.0,6.0,11.0,15.0,2.0,1.0,421.0,334.0,58.0,42.0
6861,2019-12-01,2019,36,CSA,Bahia,1,2,Vitória Visitante,3,-1,Bahia,Estádio Rei Pelé,AL,BA,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,13.0,17.0,4.0,8.0,6.0,8.0,9.0,12.0,4.0,0.0,414.0,372.0,52.0,48.0
6862,2019-12-01,2019,36,Atletico-MG,Corinthians,2,1,Vitória Mandante,3,1,Atletico-MG,Estádio Raimundo Sampaio,MG,SP,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,14.0,13.0,9.0,4.0,7.0,5.0,15.0,8.0,2.0,3.0,273.0,394.0,41.0,59.0
6863,2019-12-01,2019,36,Santos,Chapecoense,2,0,Vitória Mandante,2,2,Santos,Estádio Urbano Caldeira,SP,SC,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,11.0,4.0,5.0,0.0,3.0,2.0,18.0,19.0,2.0,0.0,499.0,243.0,68.0,32.0
6864,2019-12-01,2019,36,Gremio,Sao Paulo,3,0,Vitória Mandante,3,3,Gremio,Arena do Grêmio,RS,SP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,4.0,1.0,1.0,5.0,15.0,16.0,0.0,1.0,375.0,521.0,42.0,58.0
6865,2019-12-02,2019,36,Vasco,Cruzeiro,1,0,Vitória Mandante,1,1,Vasco,Estádio Vasco da Gama,RJ,MG,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,14.0,1.0,1.0,2.0,17.0,16.0,19.0,1.0,0.0,295.0,400.0,41.0,59.0
6866,2019-12-04,2019,37,Athletico-PR,Santos,1,0,Vitória Mandante,1,1,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,SP,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,9.0,9.0,3.0,3.0,6.0,3.0,16.0,9.0,3.0,5.0,366.0,364.0,51.0,49.0
6868,2019-12-04,2019,37,Atletico-MG,Botafogo-RJ,2,0,Vitória Mandante,2,2,Atletico-MG, Mineirão,MG,RJ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,27.0,13.0,8.0,6.0,11.0,8.0,11.0,10.0,2.0,1.0,419.0,446.0,48.0,52.0
6867,2019-12-04,2019,37,Ceara,Corinthians,0,1,Vitória Visitante,1,-1,Corinthians,Arena Castelão,CE,SP,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,9.0,19.0,2.0,3.0,9.0,6.0,15.0,14.0,2.0,0.0,261.0,479.0,36.0,64.0
6869,2019-12-04,2019,37,Chapecoense,CSA,3,0,Vitória Mandante,3,3,Chapecoense,Arena Condá,SC,AL,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,19.0,10.0,6.0,3.0,2.0,5.0,21.0,13.0,1.0,1.0,468.0,369.0,56.0,44.0
6870,2019-12-04,2019,37,Fluminense,Fortaleza,0,0,Empate,0,0,-, Maracanã,RJ,CE,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,13.0,13.0,3.0,4.0,6.0,1.0,16.0,9.0,0.0,1.0,560.0,411.0,59.0,41.0
6871,2019-12-04,2019,37,Sao Paulo,Internacional,2,1,Vitória Mandante,3,1,Sao Paulo, Morumbi,SP,RS,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,19.0,11.0,8.0,3.0,8.0,2.0,20.0,19.0,3.0,1.0,368.0,515.0,42.0,58.0
6872,2019-12-05,2019,37,Gremio,Cruzeiro,2,0,Vitória Mandante,2,2,Gremio,Arena do Grêmio,RS,MG,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,14.0,13.0,7.0,2.0,5.0,6.0,11.0,21.0,1.0,1.0,580.0,342.0,63.0,37.0
6873,2019-12-05,2019,37,Palmeiras,Goias,5,1,Vitória Mandante,6,4,Palmeiras,Estádio Brinco de Ouro,SP,GO,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,10.0,10.0,6.0,3.0,1.0,3.0,21.0,13.0,1.0,1.0,382.0,475.0,44.0,56.0
6874,2019-12-05,2019,37,Bahia,Vasco,1,1,Empate,2,0,-,Itaipava Arena Fonte Nova,BA,RJ,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,15.0,10.0,4.0,4.0,2.0,6.0,21.0,11.0,1.0,2.0,436.0,510.0,46.0,54.0
6875,2019-12-05,2019,37,Flamengo,Avai,6,1,Vitória Mandante,7,5,Flamengo, Maracanã,RJ,SC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,8.0,13.0,3.0,8.0,3.0,18.0,13.0,0.0,2.0,608.0,283.0,68.0,32.0
6876,2019-12-08,2019,38,Corinthians,Fluminense,1,2,Vitória Visitante,3,-1,Fluminense,Neo Química Arena,SP,RJ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,16.0,10.0,3.0,3.0,3.0,5.0,21.0,14.0,0.0,2.0,538.0,360.0,60.0,40.0
6878,2019-12-08,2019,38,Botafogo-RJ,Ceara,1,1,Empate,2,0,-,Estádio Nilton Santos,RJ,CE,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,14.0,2.0,2.0,3.0,6.0,12.0,19.0,0.0,2.0,394.0,382.0,51.0,49.0
6880,2019-12-08,2019,38,Internacional,Atletico-MG,2,1,Vitória Mandante,3,1,Internacional,Estádio José Pinheiro Borda,RS,MG,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,20.0,10.0,7.0,4.0,18.0,3.0,11.0,16.0,2.0,1.0,470.0,272.0,65.0,35.0
6879,2019-12-08,2019,38,CSA,Sao Paulo,1,2,Vitória Visitante,3,-1,Sao Paulo,Estádio Rei Pelé,AL,SP,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,24.0,13.0,6.0,4.0,6.0,4.0,17.0,24.0,1.0,1.0,349.0,493.0,42.0,58.0
6881,2019-12-08,2019,38,Cruzeiro,Palmeiras,0,2,Vitória Visitante,2,-2,Palmeiras, Mineirão,MG,SP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,8.0,3.0,5.0,4.0,3.0,11.0,11.0,1.0,2.0,505.0,384.0,57.0,43.0
6882,2019-12-08,2019,38,Goias,Gremio,3,2,Vitória Mandante,5,1,Goias,Estádio do Governo do Estado de Goiás (Serra Dourada),GO,RS,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,15.0,6.0,6.0,7.0,4.0,21.0,8.0,1.0,2.0,309.0,392.0,45.0,55.0
6883,2019-12-08,2019,38,Vasco,Chapecoense,1,1,Empate,2,0,-, Maracanã,RJ,SC,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,24.0,9.0,7.0,2.0,7.0,2.0,18.0,16.0,1.0,0.0,378.0,363.0,52.0,48.0
6885,2019-12-08,2019,38,Fortaleza,Bahia,2,1,Vitória Mandante,3,1,Fortaleza,Arena Castelão,CE,BA,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,11.0,4.0,4.0,2.0,3.0,9.0,15.0,4.0,3.0,417.0,308.0,57.0,43.0
6877,2019-12-08,2019,38,Santos,Flamengo,4,0,Vitória Mandante,4,4,Santos,Estádio Urbano Caldeira,SP,RJ,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,21.0,5.0,8.0,1.0,3.0,5.0,12.0,15.0,4.0,0.0,391.0,386.0,51.0,49.0
6884,2019-12-08,2019,38,Avai,Athletico-PR,0,0,Empate,0,0,-,  Ressacada,SC,PR,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6888,2020-08-08,2020,1,Sport,Ceara,3,2,Vitória Mandante,5,1,Sport,Adelmar da Costa Carvalho,PE,CE,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,11.0,3.0,5.0,2.0,4.0,15.0,18.0,3.0,0.0,324.0,487.0,40.0,60.0
6887,2020-08-08,2020,1,Coritiba,Internacional,0,1,Vitória Visitante,1,-1,Internacional, Couto Pereira,PR,RS,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,11.0,0.0,4.0,2.0,6.0,11.0,21.0,3.0,2.0,382.0,504.0,42.0,58.0
6886,2020-08-08,2020,1,Fortaleza,Athletico-PR,0,2,Vitória Visitante,2,-2,Athletico-PR,Arena Castelão,CE,PR,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,11.0,13.0,3.0,5.0,4.0,4.0,14.0,10.0,1.0,1.0,414.0,549.0,43.0,57.0
6890,2020-08-09,2020,1,Flamengo,Atletico-MG,0,1,Vitória Visitante,1,-1,Atletico-MG, Maracanã,RJ,MG,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,17.0,10.0,2.0,4.0,9.0,2.0,12.0,24.0,2.0,3.0,525.0,321.0,63.0,37.0
6889,2020-08-09,2020,1,Santos,Bragantino,1,1,Empate,2,0,-,Estádio Urbano Caldeira,SP,SP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,18.0,4.0,6.0,4.0,2.0,10.0,19.0,4.0,2.0,444.0,377.0,54.0,46.0
6891,2020-08-09,2020,1,Gremio,Fluminense,1,0,Vitória Mandante,1,1,Gremio,Arena do Grêmio,RS,RJ,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,15.0,10.0,4.0,4.0,6.0,3.0,24.0,16.0,2.0,1.0,496.0,447.0,53.0,47.0
6896,2020-08-12,2020,2,Athletico-PR,Goias,2,1,Vitória Mandante,3,1,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,GO,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,19.0,13.0,4.0,3.0,3.0,3.0,16.0,18.0,1.0,1.0,728.0,196.0,79.0,21.0
6898,2020-08-12,2020,2,Bragantino,Botafogo-RJ,1,1,Empate,2,0,-,Nabizão,SP,RJ,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,23.0,9.0,8.0,3.0,12.0,3.0,13.0,8.0,1.0,1.0,558.0,472.0,55.0,45.0
6897,2020-08-12,2020,2,Atletico-MG,Corinthians,3,2,Vitória Mandante,5,1,Atletico-MG, Mineirão,MG,SP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,8.0,13.0,5.0,8.0,4.0,19.0,11.0,3.0,1.0,515.0,426.0,56.0,44.0
6899,2020-08-12,2020,2,Bahia,Coritiba,1,0,Vitória Mandante,1,1,Bahia,Estádio de Pituaçu,BA,PR,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,15.0,5.0,3.0,3.0,8.0,16.0,18.0,1.0,5.0,420.0,486.0,45.0,55.0
6900,2020-08-12,2020,2,Atletico-GO,Flamengo,3,0,Vitória Mandante,3,3,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,GO,RJ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,9.0,7.0,3.0,11.0,5.0,15.0,19.0,2.0,1.0,284.0,555.0,34.0,66.0
6901,2020-08-12,2020,2,Ceara,Gremio,1,1,Empate,2,0,-,Arena Castelão,CE,RS,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,11.0,14.0,5.0,8.0,1.0,7.0,17.0,7.0,1.0,0.0,421.0,571.0,42.0,58.0
6902,2020-08-12,2020,2,Fluminense,Palmeiras,1,1,Empate,2,0,-, Maracanã,RJ,SP,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,9.0,1.0,1.0,3.0,3.0,20.0,31.0,3.0,0.0,430.0,400.0,52.0,48.0
6903,2020-08-13,2020,2,Sao Paulo,Fortaleza,1,0,Vitória Mandante,1,1,Sao Paulo, Morumbi,SP,CE,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,13.0,12.0,3.0,3.0,5.0,7.0,16.0,18.0,4.0,3.0,474.0,443.0,52.0,48.0
